row_id,점검일자,연월,지사,사업장,점검자,직급,점검유형,Area/공정,위험분류,위험요소원본,심각도원본,심각도점수,지적내용_평문,조치유형,조치활동분류,조치내용_평문,완료여부,지적내용,조치내용,적용맥락가중치,맥락가중치합,LLM심각도,판정방식,근거,위험분류_재검토
701,2026-01-19,2026-01,강원지사,삼척,INSPECTOR_02,EHS팀 사원,지사 주관,강원지사_ 삼척,충돌,충돌,개선필요 [하],1.0,CSU 하역기계 하부 레일 주변 접근으로 인한 충돌 위험 예방 안전표지 교체 필요 → 접근금지 부착예정,즉시처리,설치·구조물,CSU 하역기계 하부 레일 주변 접근으로 인한 충돌 위험 예방 안전표지 교체 완료,완료,CSU 하역기계 하부 레일 주변 접근으로 인한 충돌 위험 예방 안전표지 교체 필요 → 접근금지 부착예정,[삼척] CSU 하역기계 하부 레일 주변 접근으로 인한 충돌 위험 예방 안전표지 교체 완료,,0,1.0,키워드보정,,
702,2026-01-19,2026-01,강원지사,동해,INSPECTOR_02,EHS팀 사원,지사 주관,강원지사_ 동해,정리정돈,정리정돈,개선필요 [하],1.0,강원지사 사무동 내 소화전 앞 정리정돈 미흡으로 인한 공간확보 필요 → 소화전 앞 정리정돈 실시,즉시처리,제거·차단,강원지사 사무동 내 소화전 앞 정리정돈 실시완료,완료,강원지사 사무동 내 소화전 앞 정리정돈 미흡으로 인한 공간확보 필요 → 소화전 앞 정리정돈 실시,[동해] 강원지사 사무동 내 소화전 앞 정리정돈 실시완료,,0,1.0,키워드보정,,
703,2026-01-19,2026-01,강원지사,안인,INSPECTOR_15,EHS팀 선임,지사 주관,강원지사_ 안인,화재·폭발,화재,개선필요 [하],1.0,외부 소화기 관리 상태 미흡(훼손),즉시처리,설치·구조물,소화기 보관함 설치,완료,외부 소화기 관리 상태 미흡(훼손),소화기 보관함 설치,,1,1.0,직접판정,"소화기관리미흡, 낮음",
704,2026-01-19,2026-01,당진지사,당진지사,INSPECTOR_01,EHS팀 주임,지사 주관,당진지사,전도,전도,개선필요 [하],1.0,-유연탄 부두 내 결빙으로 인해 작업자 이동간 전도사고 위험,즉시처리,기타,제설기 사용하여 전 부두 염화칼슘 살포 완료,완료,-유연탄 부두 내 결빙으로 인해 작업자 이동간 전도사고 위험,제설기 사용하여 전 부두 염화칼슘 살포 완료,다수인원노출,1,2.0,키워드보정,,
705,2026-01-16,2026-01,전북지사,군산항 부두,INSPECTOR_04,EHS팀 책임,지사 주관,전북지사_ 군산항 부두,관리적미흡,관리적 미흡,개선필요 [하],1.0,원목 하역작업 중 데크 위에 이동하는 그랍스위치 조작원(항운노조)의 넘어짐과 인근 그라플 굴착기 스윙반경 접근 시 부딛힘의 위험이 있음 >> 그랍스위치 조작원(항운노조)은 선내 크레인 기둥의 난간부로 이동하여 안전하게 작업요함,즉시처리,설치·구조물,선내 크레인 하단 난간에 위치하여 그랍조종 실시,완료,"[군산항 7부두]
원목 하역작업 중 데크 위에 이동하는 그랍스위치 조작원(항운노조)의 넘어짐과 인근 그라플 굴착기 스윙반경 접근 시 부딛힘의 위험이 있음
>> 그랍스위치 조작원(항운노조)은 선내 크레인 기둥의 난간부로 이동하여 안전하게 작업요함",선내 크레인 하단 난간에 위치하여 그랍조종 실시,회전체·협착점인근,1,2.0,키워드보정,,
706,2026-01-16,2026-01,경인지사,의왕,INSPECTOR_03,EHS팀 주임,지사 주관,경인지사_ 의왕,충돌,충돌,개선필요 [하],1.0,"타사(천일정기화물)의 경우 해당 업체 소속 운전원의 편의를 위해 1군 게이트 진출입로 내에 위치한 함을 통해 컨테이너 씰을 주고받는 행위가 이루어지는 바, 씰을 전달하는 인원과 화물차와의 충돌 위험성이 높은 행위이므로 시정이 필요할 것으로 사료됨",즉시처리,기타,- 해당 업체(천일정기화물) 통보 및 재발방지 당부 - 씰 전달하는 인원 대상으로 게이트 진출입로를 활용한 씰 전달 금지 통보 - 해당 씰보관함 운영건물 1층으로 이동,진행(조치 후),"타사(천일정기화물)의 경우 해당 업체 소속 운전원의 편의를 위해 1군 게이트 진출입로 내에 위치한 함을 통해 컨테이너 씰을 주고받는 행위가 이루어지는 바, 씰을 전달하는 인원과 화물차와의 충돌 위험성이 높은 행위이므로 시정이 필요할 것으로 사료됨","- 해당 업체(천일정기화물) 통보 및 재발방지 당부
- 씰 전달하는 인원 대상으로 게이트 진출입로를 활용한 씰 전달 금지 통보
- 해당 씰보관함 운영건물 1층으로 이동",,0,1.0,키워드보정,,
707,2026-01-16,2026-01,강원지사,안인,INSPECTOR_15,EHS팀 선임,지사 주관,강원지사_ 안인,질식,질식,개선필요 [상],3.0,밀폐공간 출입 경고표지 부착 필요,즉시처리,기타,표지 부착 완료,완료,밀폐공간 출입 경고표지 부착 필요,표지 부착 완료,밀폐공간,2,4.0,키워드보정,,
708,2026-01-16,2026-01,강원지사,안인,INSPECTOR_15,EHS팀 선임,지사 주관,강원지사_ 안인,감전,감전,개선필요 [하],1.0,릴선 보호 덮개 설치 필요,즉시처리,설치·구조물,덮개 조치 완료,완료,릴선 보호 덮개 설치 필요,덮개 조치 완료,,0,1.0,키워드보정,,
709,2026-01-16,2026-01,강원지사,안인,INSPECTOR_15,EHS팀 선임,지사 주관,강원지사_ 안인,추락,추락,개선필요 [하],1.0,"슿,하강 사다리 미끄럼방지조치 훼손 보완 필요",즉시처리,기타,훼손 부분 보완 완료,완료,"슿,하강 사다리 미끄럼방지조치 훼손 보완 필요",훼손 부분 보완 완료,고소·상부작업,2,3.0,직접판정,승하강 사다리 미끄럼방지 훼손 → 기본1+가중2=3,
710,2026-01-16,2026-01,당진지사,당진지사,INSPECTOR_01,EHS팀 주임,지사 주관,당진지사,관리적미흡,관리적 미흡,개선필요 [하],1.0,석회석 CSU 소화기 점검 미흡(25년 11월 이후 점검 X),즉시처리,점검·확인,월별 소화기 점검 시 누락없이 점검하도록 전달 완료.,완료,석회석 CSU 소화기 점검 미흡(25년 11월 이후 점검 X),월별 소화기 점검 시 누락없이 점검하도록 전달 완료.,화기·인화물인근,1,2.0,키워드보정,,
711,2026-01-16,2026-01,당진지사,당진지사,INSPECTOR_07,EHS팀 선임,지사 주관,당진지사,관리적미흡,관리적 미흡,개선필요 [하],1.0,유연탄 부두 항운노조 환복실 앞 자전거 방치로 이동중 부딪힘 위험,즉시처리,기타,유연탄 부두 항운노조 환복실 앞 자전거 보관장소 이동 완료,완료,유연탄 부두 항운노조 환복실 앞 자전거 방치로 이동중 부딪힘 위험,유연탄 부두 항운노조 환복실 앞 자전거 보관장소 이동 완료,,0,1.0,키워드보정,,
712,2026-01-16,2026-01,경북지사,문덕,INSPECTOR_13,EHS팀 선임,지사 주관,경북지사_ 문덕,충돌,충돌,개선필요 [하],1.0,4톤 지게차 경광등 미점멸 상태로 작업(즉시 시정조치 요청),즉시처리,교육·지도,경광등 ON 실시 및 상시 경광등 ON 상태로 작업하도록 교육 실시,진행(조치 후),4톤 지게차 경광등 미점멸 상태로 작업(즉시 시정조치 요청),경광등 ON 실시 및 상시 경광등  ON 상태로 작업하도록 교육 실시,회전체·협착점인근,1,2.0,키워드보정,,
713,2026-01-15,2026-01,경인지사,안성 1센터,INSPECTOR_17,EHS팀 선임,지사 주관,경인지사_ 안성 1센터,감전,감전,개선필요 [하],1.0,지게차 충전기 전용 거치대에 보관 미흡,즉시처리,기타,지게차 충전기 전용 보관함에 거치 완료,완료,지게차 충전기 전용 거치대에 보관 미흡,지게차 충전기 전용 보관함에 거치 완료,충전부·고압인근,1,3.0,직접판정,지게차충전기 거치대보관미흡(충전부) → 기본1+가중2=3,
714,2026-01-15,2026-01,전북지사,군산항 부두,INSPECTOR_04,EHS팀 책임,지사 주관,전북지사_ 군산항 부두,충돌,충돌,개선필요 [하],1.0,1. 세방 창고 외부 작업자 투입에 따른 현장 안전작업 점검 실시 2. 현장 카고C/R 운영에 따른 주변 구획 설정 필요 3. 작업담당 관리감독자를 통해 라바콘 등 사용하여 카고C/R 주변 구획 설정 지도,즉시처리,설치·구조물,1. 카고C/R 주변 라바콘 설치 완료 2. 화물차량의 통행이 많은 구간으로 주의하여 작업 요청 3. 고소작업자에 대한 안전대 체결 및 고리체결 지도,완료,"[군산항 5부두]
1. 세방 창고 외부 작업자 투입에 따른 현장 안전작업 점검 실시
2. 현장 카고C/R 운영에 따른 주변 구획 설정 필요
3. 작업담당 관리감독자를 통해 라바콘 등 사용하여 카고C/R 주변 구획 설정 지도","1. 카고C/R 주변 라바콘 설치 완료
2. 화물차량의 통행이 많은 구간으로 주의하여 작업 요청
3. 고소작업자에 대한 안전대 체결 및 고리체결 지도",,0,1.0,키워드보정,,
715,2026-01-15,2026-01,경남지사,중량(해송),INSPECTOR_12,EHS팀 책임,지사 주관,경남지사_ 중량(해송),추락,추락,개선필요 [하],1.0,세방20001호 선박 윈치스테이션 부근에서 로프전달시 미끄러짐으로 인한 해상추락위험. 마끄럼방지 조치 필요,즉시처리,설치·구조물,"세방20001호 선박 윈치스테이션 부근 좌현, 우현 미끄럼방지 패드 설치 및 추락주의 표지 부착 * 미끄럼방지 패드 제고 부족, 추가구매 예정으로 추후 추락 위험성이 높은 부분에 추가로 설치 예정",완료,"세방20001호 선박 윈치스테이션 부근에서 로프전달시 미끄러짐으로 인한 해상추락위험.
마끄럼방지 조치 필요","세방20001호 선박 윈치스테이션 부근 좌현, 우현 미끄럼방지 패드 설치 및 추락주의 표지 부착

* 미끄럼방지 패드 제고 부족, 추가구매 예정으로 추후 추락 위험성이 높은 부분에 추가로 설치 예정",,0,2.0,직접판정,"선박 윈치스테이션 해상추락위험, 표미매칭이나 상향",
716,2026-01-15,2026-01,경남지사,중량(해송),INSPECTOR_12,EHS팀 책임,지사 주관,경남지사_ 중량(해송),관리적미흡,관리적 미흡,개선필요 [하],1.0,선원 거주공간 내부 정비 스프레이보관중. 선원 거주공간내부 위험물질보관 금지 조치 필요,즉시처리,제거·차단,선원거주공간 보관물질 등 제거 및 정리정돈 확인.,완료,"선원 거주공간 내부 정비 스프레이보관중.
선원 거주공간내부 위험물질보관 금지 조치 필요
",선원거주공간 보관물질 등 제거 및 정리정돈 확인.,,0,1.0,키워드보정,,
717,2026-01-15,2026-01,경남지사,중량(해송),INSPECTOR_12,EHS팀 책임,지사 주관,경남지사_ 중량(해송),기타,기타,개선필요 [하],1.0,선박기관실 내부 출입구 협소구간으로 이동간 머리 부딪힘위험. 주의표지 부착 필요.,즉시처리,교육·지도,기관실 입구 머리 부딪힘 주의 표지 부착완료,완료,"선박기관실 내부 출입구 협소구간으로 이동간 머리 부딪힘위험.
주의표지 부착 필요.",기관실 입구 머리 부딪힘 주의 표지 부착완료,다수인원노출,1,2.0,키워드보정,,
718,2026-01-15,2026-01,부산지사,양산,INSPECTOR_08,EHS팀 책임,지사 주관,부산지사_ 양산,전도,전도,개선필요 [하],1.0,배터리셀 보관 장소 전도 예방 조치 미흡,즉시처리,기타,배터리셀 보관함 제작 후 비치,완료,배터리셀 보관 장소 전도 예방 조치 미흡,배터리셀 보관함 제작 후 비치,,0,1.0,키워드보정,,
719,2026-01-15,2026-01,부산지사,우암,INSPECTOR_14,EHS팀 선임,지사 주관,부산지사_ 우암,화재·폭발,화재,개선필요 [하],1.0,텐트형 창고 내 소화기 관리 미흡 → 텐트형 창고 입구 소화기 비치함 설치하여 관리 필요,,미분류,,진행(조치 전),텐트형 창고 내 소화기 관리 미흡 → 텐트형 창고 입구 소화기 비치함 설치하여 관리 필요,,화기·인화물인근,1,2.0,키워드보정,,
720,2026-01-15,2026-01,부산지사,우암,INSPECTOR_14,EHS팀 선임,지사 주관,부산지사_ 우암,관리적미흡,관리적 미흡,개선필요 [하],1.0,협력업체가 사용하는 작업구역 정리정돈 및 소화기 미비치 등 관리 미흡 → 무단투기 금지 현수막 설치 및 소화기 비치 필요,즉시처리,기타,쓰레기 무단투기 금지 현수막 및 소화기 비치 완료,완료, 협력업체가 사용하는 작업구역 정리정돈 및 소화기 미비치 등 관리 미흡 → 무단투기 금지 현수막 설치 및 소화기 비치 필요,쓰레기 무단투기 금지 현수막 및 소화기 비치 완료,,1,1.0,직접판정,"정리정돈·소화기미비치, 낮음",
721,2026-01-15,2026-01,부산지사,우암,INSPECTOR_14,EHS팀 선임,지사 주관,부산지사_ 우암,관리적미흡,관리적 미흡,개선필요 [하],1.0,부산지사 우암센터 소방안전관리자 변경 → 소방안전관리자 현황표 수정 필요,즉시처리,설치·구조물,소방안전관리자 현황표 교체 완료,완료,부산지사 우암센터 소방안전관리자 변경 → 소방안전관리자 현황표 수정 필요,소방안전관리자 현황표 교체 완료,,0,1.0,키워드보정,,
722,2026-01-15,2026-01,당진지사,당진지사,INSPECTOR_01,EHS팀 주임,지사 주관,당진지사,관리적미흡,관리적 미흡,개선필요 [하],1.0,CSU F호기 최상부 SCREEN 부근 조명 점등 불량으로 야간 하역기 점검시 안전사고 위험,즉시처리,설치·구조물,정비 완료,완료,CSU F호기 최상부 SCREEN 부근 조명 점등 불량으로 야간 하역기 점검시 안전사고 위험,정비 완료,고소·상부작업,2,3.0,키워드보정,,
723,2026-01-15,2026-01,경북지사,문덕,INSPECTOR_13,EHS팀 선임,지사 주관,경북지사_ 문덕,화재·폭발,화재,개선필요 [하],1.0,소화전 앞 화물적재,즉시처리,미분류,,진행(조치 후),소화전 앞 화물적재,,,0,1.0,키워드보정,,
724,2026-01-15,2026-01,경북지사,문덕,INSPECTOR_13,EHS팀 선임,지사 주관,경북지사_ 문덕,충돌,충돌,개선필요 [하],1.0,문덕창고 분진청소차량 작업자 하차 시 안전모 미착용,즉시처리,교육·지도,즉시 상차 조치. 상차 후 안전모 착용관련 안전교육.,진행(조치 후),문덕창고 분진청소차량 작업자 하차 시 안전모 미착용,즉시 상차 조치. 상차 후 안전모 착용관련 안전교육.,,0,1.0,직접판정,"안전모미착용, 낮음",
725,2026-01-15,2026-01,부산지사,우암,INSPECTOR_14,EHS팀 선임,지사 주관,부산지사_ 우암,전도,전도,개선필요 [하],1.0,33t 지게차 포크 해체 시 포크 전도로 작업자 깔림 위험 → 포크가 전도되지 않도록 조치 필요,즉시처리,설치·구조물,33t 지게차 포크 탈착 시 고정장치 체결 후 작업하여 지게차 포크 전도 방지 완료,완료,33t 지게차 포크 해체 시 포크 전도로 작업자 깔림 위험 → 포크가 전도되지 않도록 조치 필요,33t 지게차 포크 탈착 시 고정장치 체결 후 작업하여 지게차 포크 전도 방지 완료,회전체·협착점인근,1,2.0,키워드보정,,
726,2026-01-14,2026-01,경인지사,의왕,INSPECTOR_03,EHS팀 주임,지사 주관,경인지사_ 의왕,관리적미흡,관리적 미흡,개선필요 [하],1.0,정비고 고압가스용기 저장소 측면 아세틸렌 용접 관련 안전수칙 표지 탈락,즉시처리,기타,아세틸렌 용접 관련 안전수칙 표지 재부착,진행(조치 후),정비고 고압가스용기 저장소 측면 아세틸렌 용접 관련 안전수칙 표지 탈락,아세틸렌 용접 관련 안전수칙 표지 재부착,"충전부·고압인근, 화기·인화물인근",2,3.0,키워드보정,,
727,2026-01-14,2026-01,강원지사,안인,INSPECTOR_15,EHS팀 선임,지사 주관,강원지사_ 안인,전도,전도,개선필요 [하],1.0,결빙 구간 안전조치 필요,즉시처리,기타,결빙 구간 염화칼슘 살포,완료,결빙 구간 안전조치 필요,결빙 구간 염화칼슘 살포,,0,1.0,키워드보정,,
728,2026-01-14,2026-01,당진지사,당진지사,INSPECTOR_07,EHS팀 선임,지사 주관,당진지사,기타,기타,개선필요 [하],1.0,유연탄 2부두 CSU C호기 주행레일 폐기물 방치,즉시처리,제거·차단,유연탄 2부두 CSU C호기 주행레일 폐기물 제거,완료,유연탄 2부두 CSU C호기 주행레일 폐기물 방치,유연탄 2부두 CSU C호기 주행레일 폐기물 제거,,0,1.0,직접판정,"폐기물방치, 낮음",
729,2026-01-14,2026-01,당진지사,당진지사,INSPECTOR_01,EHS팀 주임,지사 주관,당진지사,관리적미흡,관리적 미흡,개선필요 [하],1.0,유연탄 부두 내 가설건축물 분전함 감전주의 표지판 부착 미흡,즉시처리,교육·지도,감전주의 표지판 부착 완료,완료,유연탄 부두 내 가설건축물 분전함 감전주의 표지판 부착 미흡,감전주의 표지판 부착 완료,다수인원노출,1,2.0,키워드보정,,
730,2026-01-13,2026-01,경북지사,포항신항7부두,INSPECTOR_13,EHS팀 선임,지사 주관,경북지사_ 포항신항7부두,추락,추락,개선필요 [하],1.0,지게차 고리걸이 작업 시 톤백 상부에서 작업,즉시처리,교육·지도,지게차 BAG고리 걸이 작업 시 BAG상부에서 작업금지 교육. 반드시 바닥에서 고리걸이 작업을 하고 맨손으로 걸이작업 하지 않고 수공구 이용하여 작업하도록 지도.,진행(조치 후),지게차 고리걸이 작업 시 톤백 상부에서 작업,지게차 BAG고리 걸이 작업 시 BAG상부에서 작업금지 교육. 반드시 바닥에서 고리걸이 작업을 하고 맨손으로 걸이작업 하지 않고 수공구 이용하여 작업하도록 지도.,"고소·상부작업, 회전체·협착점인근",2,3.0,키워드보정,,
731,2026-01-13,2026-01,경북지사,포항신항7부두,INSPECTOR_13,EHS팀 선임,지사 주관,경북지사_ 포항신항7부두,추락,추락,개선필요 [하],1.0,갱웨이 설치상태 불량(미고정상태로 인해 통행 시 해상추락 위험),즉시처리,설치·구조물,갱웨이 고정조치 실시,진행(조치 후),갱웨이 설치상태 불량(미고정상태로 인해 통행 시 해상추락 위험),갱웨이 고정조치 실시,고소·상부작업,1,3.0,직접판정,갱웨이 미고정 해상추락위험 → 기본1+가중2=3,
732,2026-01-13,2026-01,강원지사,동해,INSPECTOR_02,EHS팀 사원,지사 주관,강원지사_ 동해,화재·폭발,화재,개선필요 [하],1.0,소화기 점검일지 교체 필요 → 2026년 버전 소화기 점검일지 교체 예정,즉시처리,설치·구조물,2026년 버전 소화기 점검일지 교체(소화기 사용방법 QR코드 포함) 및 소화기 점검 완료,완료,소화기 점검일지 교체 필요 → 2026년 버전 소화기 점검일지 교체 예정,[동해] 2026년 버전 소화기 점검일지 교체(소화기 사용방법 QR코드 포함) 및 소화기 점검 완료,,1,1.0,직접판정,"점검일지교체, 낮음",
733,2026-01-13,2026-01,강원지사,동해,INSPECTOR_02,EHS팀 사원,지사 주관,강원지사_ 동해,화재·폭발,화재,개선필요 [하],1.0,옥외소화전 도구함 명칭 수정 및 변경 필요 → 상하수도 소화설비용 도구함 교체예정,즉시처리,기타,상하수도 소화설비용 도구함 명칭 수정 완료,완료,옥외소화전 도구함 명칭 수정 및 변경 필요 → 상하수도 소화설비용 도구함 교체예정,[동해] 상하수도 소화설비용 도구함 명칭 수정 완료,,0,1.0,직접판정,"도구함명칭수정, 낮음",
734,2026-01-13,2026-01,강원지사,동해,INSPECTOR_02,EHS팀 사원,지사 주관,강원지사_ 동해,정리정돈,정리정돈,개선필요 [하],1.0,물류창고 입구 폐기물 확인 → 폐기물 정리 실시,즉시처리,제거·차단,물류창고 입구 폐기물 정리완료,완료,물류창고 입구 폐기물 확인 → 폐기물 정리 실시,[동해] 물류창고 입구 폐기물 정리완료,,0,1.0,키워드보정,,
735,2026-01-13,2026-01,강원지사,안인,INSPECTOR_15,EHS팀 선임,지사 주관,강원지사_ 안인,관리적미흡,관리적 미흡,개선필요 [중],2.0,접근금지 조치 필요 (시설물 설치 요청 : 스윙게이트),즉시처리,설치·구조물,접근금지용 시설물 설치 완료,완료,"접근금지 조치 필요
(시설물 설치 요청 : 스윙게이트)",접근금지용 시설물 설치 완료,,0,2.0,키워드보정,,
736,2026-01-13,2026-01,당진지사,당진지사,INSPECTOR_01,EHS팀 주임,지사 주관,당진지사,관리적미흡,관리적 미흡,개선필요 [하],1.0,당진지사 건물 내 2층->옥상 피난 유도등 점등 불량(기판손상),즉시처리,설치·구조물,유도등 구매 후 교체 완료,완료,당진지사 건물 내 2층->옥상 피난 유도등 점등 불량(기판손상),유도등 구매 후 교체 완료,,2,1.0,직접판정,"유도등 불량, 원등급 유지",
737,2026-01-12,2026-01,광양지사,하포일반부두,INSPECTOR_10,EHS팀 책임,지사 주관,광양지사_ 하포일반부두,기타,기타,개선필요 [하],1.0,훼손 안전/보건 표지 제거 필요,즉시처리,제거·차단,훼손 안전/보건 표지 제거,완료,훼손 안전/보건 표지 제거 필요,훼손 안전/보건 표지 제거,,0,1.0,키워드보정,,
738,2026-01-12,2026-01,경인지사,의왕,INSPECTOR_03,EHS팀 주임,지사 주관,경인지사_ 의왕,관리적미흡,관리적 미흡,개선필요 [하],1.0,CY운영건물 측면 제설함을 구비하였으나 염화칼슘 미보관한 상태,즉시처리,기타,제설함 내 염화칼슘 보관 조치,진행(조치 후),CY운영건물 측면 제설함을 구비하였으나 염화칼슘 미보관한 상태,제설함 내 염화칼슘 보관 조치,,0,1.0,키워드보정,,
739,2026-01-12,2026-01,경인지사,의왕,INSPECTOR_03,EHS팀 주임,지사 주관,경인지사_ 의왕,화재·폭발,화재,개선필요 [하],1.0,제작한 불연성 전동지게차 충전기함을 즉각 설치하여 주변 화물 및 벽체에 화재 확산을 방지할 필요가 있음,즉시처리,설치·구조물,CFS식품보세창고 불연성 전동지게차 충전기함 2기 설치 완료,진행(조치 후),제작한 불연성 전동지게차 충전기함을 즉각 설치하여 주변 화물 및 벽체에 화재 확산을 방지할 필요가 있음,CFS식품보세창고 불연성 전동지게차 충전기함 2기 설치 완료,회전체·협착점인근,1,2.0,키워드보정,,
740,2026-01-12,2026-01,경인지사,의왕,INSPECTOR_03,EHS팀 주임,지사 주관,경인지사_ 의왕,화재·폭발,화재,개선필요 [하],1.0,(의왕CFS 전지보세창고)불연성 전동지게차 충전기함을 제작했으나 설치가 진행되지 않아 화재 시 주변 화물 및 벽체에 화재 우려가 있는 바 설치 작업 진행 요함,즉시처리,설치·구조물,"CFS전지보세창고 불연성 전동지게차 충전기함 1기 설치 완료(전력케이블 연결 작업 시 정전작업 허가 절차 준수, 작업 완료 확인)",진행(조치 후),(의왕CFS 전지보세창고)불연성 전동지게차 충전기함을 제작했으나 설치가 진행되지 않아 화재 시 주변 화물 및 벽체에 화재 우려가 있는 바 설치 작업 진행 요함,"CFS전지보세창고 불연성 전동지게차 충전기함 1기 설치 완료(전력케이블 연결 작업 시 정전작업 허가 절차 준수, 작업 완료 확인)",충전부·고압인근,1,3.0,직접판정,전동지게차충전기함 미설치(충전부) → 기본1+가중2=3,
741,2026-01-12,2026-01,경남지사,마산항,INSPECTOR_12,EHS팀 책임,지사 주관,경남지사_ 마산항,전도,전도,개선필요 [하],1.0,운전원 휴게실입구 철판 이동간 미끄러짐으로 인한 전도 위험,즉시처리,기타,미끄럼방지 패드 부착 조치함,완료,운전원 휴게실입구 철판 이동간 미끄러짐으로 인한 전도 위험,미끄럼방지 패드 부착 조치함,,1,1.0,직접판정,"철판미끄러짐, 낮음",
742,2026-01-12,2026-01,강원지사,안인,INSPECTOR_15,EHS팀 선임,지사 주관,강원지사_ 안인,전도,전도,개선필요 [하],1.0,작업 및 이동구간 결빙현상,즉시처리,기타,염화칼슘 살포,완료,작업 및 이동구간 결빙현상 ,염화칼슘 살포,,0,1.0,키워드보정,,
743,2026-01-12,2026-01,경북지사,영일만,INSPECTOR_13,EHS팀 선임,지사 주관,경북지사_ 영일만,전도,전도,개선필요 [하],1.0,피난로 앞 화물적재 실시,즉시처리,기타,피난로앞 화물적재 금지조치 요청 및 즉시 피난로 확보 실시,진행(조치 후),피난로 앞 화물적재 실시,피난로앞 화물적재 금지조치 요청 및 즉시 피난로 확보 실시,,0,1.0,키워드보정,,
744,2026-01-09,2026-01,광양지사,LME/공컨장치장,INSPECTOR_10,EHS팀 책임,지사 주관,광양지사_ LME/공컨장치장,충돌,충돌,개선필요 [하],1.0,(물류운영1팀-LME창고동/공컨장치장) LME 창고동 - 공컨 장치장 출입구 차단봉이 상시 개방된 상태 확인. 작업과 무관한 차량 및 작업차량의 무분별한 출입으로 인해 하역운반기계–차량–작업자 간 충돌사고 위험 존재.,즉시처리,제거·차단,"LME 창고동–공컨 장치장 출입구 차단봉을 즉시 정상 위치로 복구하고, 작업 목적 외 차량의 출입을 제한함.",완료,"(물류운영1팀-LME창고동/공컨장치장)
LME 창고동 - 공컨 장치장 출입구 차단봉이 상시 개방된 상태 확인. 
작업과 무관한 차량 및 작업차량의 무분별한 출입으로 인해 하역운반기계–차량–작업자 간 충돌사고 위험 존재.","LME 창고동–공컨 장치장 출입구 차단봉을 즉시 정상 위치로 복구하고, 작업 목적 외 차량의 출입을 제한함.
",,0,1.0,키워드보정,,
745,2026-01-09,2026-01,부산지사,양산,INSPECTOR_08,EHS팀 책임,지사 주관,부산지사_ 양산,화재·폭발,화재,개선필요 [하],1.0,콘센트 외부 노출로 먼지 쌓임으로 사용시 화재 위험 - 미사용 콘센트일 경우 청소 후 캡 설치 필요,즉시처리,설치·구조물,미사용 콘센트 캡 설치,완료,콘센트 외부 노출로 먼지 쌓임으로 사용시 화재 위험 - 미사용 콘센트일 경우 청소 후 캡 설치 필요,미사용 콘센트 캡 설치,충전부·고압인근,0,3.0,직접판정,콘센트 노출 화재위험(충전부) → 기본1+가중2=3,
746,2026-01-09,2026-01,강원지사,안인,INSPECTOR_15,EHS팀 선임,지사 주관,강원지사_ 안인,화재·폭발,화재,개선필요 [하],1.0,가설건축물 내 화재 발생 위험,즉시처리,기타,화재 방지 스티커 부착,완료,가설건축물 내 화재 발생 위험,화재 방지 스티커 부착,,0,1.0,키워드보정,,
747,2026-01-09,2026-01,강원지사,안인,INSPECTOR_15,EHS팀 선임,지사 주관,강원지사_ 안인,추락,추락,개선필요 [하],1.0,경고 표지판 부착 필요,즉시처리,교육·지도,경고 표지판 부착 실시,완료,경고 표지판 부착 필요,경고 표지판 부착 실시,,0,1.0,직접판정,"표지판부착, 낮음",
748,2026-01-09,2026-01,강원지사,안인,INSPECTOR_15,EHS팀 선임,지사 주관,강원지사_ 안인,관리적미흡,관리적 미흡,개선필요 [하],1.0,스톱앙카 고정용 체인블럭 교체 필요(훼손),즉시처리,설치·구조물,체인블럭 교체,완료,스톱앙카 고정용 체인블럭 교체 필요(훼손),체인블럭 교체,,0,1.0,직접판정,"체인블럭교체, 낮음",
749,2026-01-09,2026-01,강원지사,안인,INSPECTOR_15,EHS팀 선임,지사 주관,강원지사_ 안인,낙하·비래·붕괴,낙하ㆍ붕괴,개선필요 [하],1.0,LED 등 낙하위험,즉시처리,설치·구조물,LED등 커버설치,완료,LED 등 낙하위험,LED등 커버설치,,0,1.0,키워드보정,,
750,2026-01-09,2026-01,강원지사,안인,INSPECTOR_15,EHS팀 선임,지사 주관,강원지사_ 안인,화재·폭발,화재,개선필요 [하],1.0,화재 발생시 구조용품 설치 필요,즉시처리,설치·구조물,방염 손수건 설치 완료.,완료,화재 발생시 구조용품 설치 필요,방염 손수건 설치 완료.,,0,1.0,키워드보정,,
751,2026-01-09,2026-01,강원지사,안인,INSPECTOR_15,EHS팀 선임,지사 주관,강원지사_ 안인,화재·폭발,화재,개선필요 [하],1.0,화재감지 오작동 지속발생,즉시처리,설치·구조물,소방업체 의뢰 및 긴급 방문을 통한 열감지기 → 연기감지기 교체 설치,완료,화재감지 오작동 지속발생,소방업체 의뢰 및 긴급 방문을 통한 열감지기 → 연기감지기 교체 설치,,0,1.0,키워드보정,,
752,2026-01-09,2026-01,강원지사,안인,INSPECTOR_15,EHS팀 선임,지사 주관,강원지사_ 안인,기타,기타,개선필요 [하],1.0,동절기 대비 한랭질환 예방 필요,즉시처리,설치·구조물,휴게실 장판 설치완료 및 척추온열의료기기 설치(01. 06 ~ 01.09) 완료,완료,동절기 대비 한랭질환 예방 필요,휴게실 장판 설치완료 및 척추온열의료기기 설치(01. 06 ~ 01.09) 완료,,0,1.0,직접판정,"한랭질환예방, 낮음",
